Source Name,Column Name,Data Type,Width,Hierarchy,Level
KNVV,KNVV_AUTLF,Varchar,2,,
KNVV,KNVV_ANTLF,Float,3,,
KNVV,KNVV_KZTLF,Varchar,3,,
KNVV,KNVV_KZAZU,Varchar,1,,
KNVV,KNVV_CHSPL,Varchar,1,,
KNVV,KNVV_LPRIO,Integer,2,,
KNVV,KNVV_EIKTO,Varchar,12,,
KNVV,KNVV_VSBED,Integer,2,,
KNVV,KNVV_FAKSD,Varchar,2,,
KNVV,KNVV_MRNKZ,Varchar,2,,
KNVV,KNVV_PERFK,Varchar,2,,
KNVV,KNVV_PERRL,Varchar,2,,
KNVV,KNVV_KVAKZ,Varchar,1,,
KNVV,KNVV_KVAWT,Float,4,,
KNVV,KNVV_WAERS,Varchar,4,,
KNVV,KNVV_KLABC,Varchar,3,,
KNVV,KNVV_KTGRD,Integer,2,,
KNVV,KNVV_ZTERM,Varchar,4,,
KNVV,KNVV_VWERK,Integer,4,,
KNVV,KNVV_VKGRP,Varchar,3,,
KNVV,KNVV_VKBUR,Varchar,4,,
KNVV,KNVV_VSORT,Integer,4,,
SC-Order Extract,VBAP_VBELN,Varchar,10,Order Extract,Order Extract
SC-Order Extract,VBAP_POSNR,Varchar,6,Order Extract,Order Extract
SC-Order Extract,VBAK_ERDAT,Date,10,Order Extract,Order Extract
SC-Order Extract,VBAK_ERZET,Integer,8,Order Extract,Order Extract
SC-Order Extract,VBAK_ERNAM,Varchar,12,Order Extract,Order Extract
SC-Order Extract,VBAK_AUDAT,Date,10,Order Extract,Order Extract
SC-Order Extract,VBAK_VBTYP,Varchar,1,Order Extract,Order Extract
SC-Order Extract,VBAK_TRVOG,Integer,1,Order Extract,Order Extract
SC-Order Extract,VBAK_AUART,Varchar,4,Order Extract,Order Extract
SC-Order Extract,VBAK_NETWR,Varchar,12,Order Extract,Order Extract
SC-Order Extract,VBAK_WAERK,Varchar,5,Order Extract,Order Extract
SC-Order Extract,VBAK_VKORG,Varchar,4,Order Extract,Order Extract
SC-Order Extract,VBAK_VTWEG,Integer,2,Order Extract,Order Extract
SC-Order Extract,VBAK_SPART,Varchar,2,Order Extract,Order Extract
SC-Order Extract,VBAK_VKGRP,Varchar,3,Order Extract,Order Extract
SC-Order Extract,VBAK_VKBUR,Integer,4,Order Extract,Order Extract
SC-Order Extract,VBAK_KNUMV,Integer,10,Order Extract,Order Extract
SC-Order Extract,VBAK_KALSM,Varchar,6,Order Extract,Order Extract
SC-Order Extract,VBAK_BSTNK,Varchar,265,Order Extract,Order Extract
SC-Order Extract,VBAK_KUNNR,Varchar,10,Order Extract,Order Extract
SC-Order Extract,VBAK_AEDAT,Date,10,Order Extract,Order Extract
SC-Order Extract,VBAK_BUKRS_VF,Integer,4,Order Extract,Order Extract
SC-Order Extract,VBAP_MATNR,Varchar,40,Order Extract,Order Extract
SC-Order Extract,VBAP_MATKL,Varchar,7,Order Extract,Order Extract
SC-Order Extract,VBAP_PSTYV,Varchar,4,Order Extract,Order Extract
SC-Order Extract,VBAP_ABGRU,Varchar,2,Order Extract,Order Extract
SC-Order Extract,VBAP_ZMENG,Varchar,17,Order Extract,Order Extract
SC-Order Extract,VBAP_ZIEME,Varchar,3,Order Extract,Order Extract
SC-Order Extract,VBAP_MEINS,Varchar,2,Order Extract,Order Extract
SC-Order Extract,VBAP_KDMAT,Varchar,35,Order Extract,Order Extract
SC-Order Extract,VBAP_SPART,Varchar,2,Order Extract,Order Extract
SC-Order Extract,VBAP_NETWR,Varchar,12,Order Extract,Order Extract
SC-Order Extract,VBAP_WAERK,Varchar,4,Order Extract,Order Extract
SC-Order Extract,VBAP_KWMENG,Varchar,19,Order Extract,Order Extract
SC-Order Extract,VBAP_LSMENG,Varchar,19,Order Extract,Order Extract
SC-Order Extract,VBAP_KBMENG,Varchar,19,Order Extract,Order Extract
SC-Order Extract,VBAP_KLMENG,Varchar,19,Order Extract,Order Extract
SC-Order Extract,VBAP_VRKME,Varchar,3,Order Extract,Order Extract
SC-Order Extract,VBAP_VGBEL,Varchar,10,Order Extract,Order Extract
SC-Order Extract,VBAP_VGPOS,Integer,6,Order Extract,Order Extract
SC-Order Extract,VBAP_WERKS,Integer,4,Order Extract,Order Extract
SC-Order Extract,VBAP_LGORT,Integer,4,Order Extract,Order Extract
SC-Order Extract,VBAP_VSTEL,Integer,4,Order Extract,Order Extract
SC-Order Extract,VBAP_ROUTE,Varchar,2,Order Extract,Order Extract
SC-Order Extract,VBAP_ERDAT,Date,10,Order Extract,Order Extract
SC-Order Extract,VBAP_ERNAM,Varchar,8,Order Extract,Order Extract
SC-Order Extract,VBAP_ERZET,Integer,8,Order Extract,Order Extract
SC-Order Extract,VBAP_NETPR,Varchar,12,Order Extract,Order Extract
SC-Order Extract,VBAP_WAVWR,Varchar,18,Order Extract,Order Extract
SC-Order Extract,VBAP_KZWI1,Varchar,18,Order Extract,Order Extract
SC-Order Extract,VBAP_KZWI2,Varchar,18,Order Extract,Order Extract
SC-Order Extract,VBAP_KZWI3,Varchar,18,Order Extract,Order Extract
SC-Order Extract,VBAP_KZWI4,Varchar,18,Order Extract,Order Extract
SC-Order Extract,VBAP_KZWI5,Varchar,18,Order Extract,Order Extract
SC-Order Extract,VBAP_KZWI6,Varchar,18,Order Extract,Order Extract
SC-Order Extract,VBAP_STCUR,Varchar,12,Order Extract,Order Extract
SC-Order Extract,VBAP_AEDAT,Date,10,Order Extract,Order Extract
SC-Order Extract,VBKD_PRSDT,Date,10,Order Extract,Order Extract
SC-Order Extract,VBUP_LFSTA,Varchar,1,Order Extract,Order Extract
SC-Order Extract,VBUP_LFGSA,Varchar,1,Order Extract,Order Extract
SC-Order Extract,VBUP_ABSTA,Varchar,1,Order Extract,Order Extract
SC-Order Extract,VBUP_GBSTA,Varchar,1,Order Extract,Order Extract
SC-Order Extract,Load Time,Varchar,14,Order Extract,Order Extract
SQL Sales Budget Forecast,version,Varchar,3,,
SQL Sales Budget Forecast,comp_code,Varchar,3,,
SQL Sales Budget Forecast,comp_type,Varchar,10,,
SQL Sales Budget Forecast,sap_comp_code,Varchar,4,,
SQL Sales Budget Forecast,customer_code,Varchar,10,,
SQL Sales Budget Forecast,sales_rep_code,Varchar,10,,
SQL Sales Budget Forecast,legacy_flag,Varchar,1,,
SQL Sales Budget Forecast,curr_code,Varchar,3,,
SQL Sales Budget Forecast,year_code,Varchar,4,,
SQL Sales Budget Forecast,value,Float,20,,
SQL Sales Budget Forecast,rate_to_chf,Float,6,,
SQL Sales Budget Forecast,customer_type,Varchar,7,,
SQL Sales Budget Forecast,division_code,Varchar,2,,
SQL Sales Budget Forecast,div_comp_code,Varchar,3,,
SQL Sales Budget Forecast,month_code,Integer,2,,
SQL Sales Budget Forecast,sales_office_key,Varchar,4,,
SQL Workdays,ident,Integer,4,,
SQL Workdays,day_key,Integer,5,,
SQL Workdays,day_code,DateTime,23,,
SQL Workdays,day_type,Integer,1,,
SQL Workdays,sales_max_count,Integer,1,,
SQL Workdays,sales_act_count,Integer,1,,
SQL Workdays,order_max_count,Integer,1,,
SQL Workdays,order_act_count,Integer,1,,
SQL Workdays,AUDIT_USER,Varchar,19,,
SQL Workdays,AUDIT_TIME,DateTime,23,,
SC-Budget Forecast,Analysis Date,Date,10,Analysis Date,Analysis Date
SC-Budget Forecast,Customer Key,Varchar,18,Customer,Customer
SC-Budget Forecast,Sales Org Key,Varchar,8,Sales Org,Sales Org
SC-Budget Forecast,Division Key,Varchar,2,Division,Division
SC-Budget Forecast,CustArea Key,Varchar,24,Customer Sales Area,Customer Sales Area
SC-Budget Forecast,In Sales Key,Varchar,10,Budget Forecast,Budget Forecast
SC-Budget Forecast,Currency Key,Varchar,3,,
SC-Budget Forecast,Customer Type,Varchar,7,Budget Forecast,Budget Forecast
SC-Budget Forecast,Rate to CHF,Float,6,Budget Forecast,Budget Forecast
SC-Budget Forecast,Comp Code Key,Varchar,4,Company,Company
SC-Budget Forecast,Budget HC,Float,11,,
SC-Budget Forecast,Budget GC,Float,11,,
SC-Budget Forecast,Forecast HC,Float,11,,
SC-Budget Forecast,Forecast GC,Float,11,,
SC-Budget Forecast,Security Key,Varchar,25,Security Key,Security Key
SC-Work Year,YearMonth,Varchar,6,,
SC-Work Year,FullCount,Integer,3,,
SC-Work Year,WorkCount,Integer,3,,
SC-Work Year,Year,Varchar,4,,
VIEW_icogs_initial_APR14,item_code,Varchar,20,,
VIEW_icogs_initial_APR14,plant_code,Integer,4,,
VIEW_icogs_initial_APR14,last_cost_price_trans_date,DateTime,23,,
VIEW_icogs_initial_APR14,cost_price,Float,14,,
VIEW_icogs_initial_APR14,valid_from,DateTime,23,,
VIEW_icogs_initial_APR14,valid_to,DateTime,23,,
VIEW_icogs_initial_APR14,calc_date,DateTime,23,,
VIEW_icogs_initial_APR14,init_cost_price,Float,14,,
VIEW_icogs_initial_APR14,icogs_status,Integer,1,,
SC-ICOGS,Material Key,Varchar,18,Icogs,
SC-ICOGS,Plant Key,Varchar,4,Icogs,
SC-ICOGS,ICOGS Last Calc Date,Date,10,Icogs,
SC-ICOGS,ICOGS Cost Price,Float,11,Icogs,
SC-ICOGS,ICOGS Valid From,Date,10,Icogs,
SC-ICOGS,ICOGS Valid To,Date,10,Icogs,
SC-ICOGS,ICOGS Init Calc Date,Date,10,Icogs,
SC-ICOGS,ICOGS Init Cost Price,Float,10,Icogs,
SC-ICOGS,ICOGS Status,Integer,1,Icogs,
SC-Workdays,Analysis Date,Date,10,Analysis Date,Analysis Date
SC-Workdays,Day Type,Varchar,7,Analysis Date,Analysis Date
SC-Workdays,Working Day,Integer,1,Analysis Date,Analysis Date
SC-Workdays,Coefficient,Float,10,Analysis Date,Analysis Date
SQL_DM_VW_GENERAL_VBAK_VBAP,VBAP_VBELN,Integer,10,,
SQL_DM_VW_GENERAL_VBAK_VBAP,VBAP_POSNR,Integer,6,,
SQL_DM_VW_GENERAL_VBAK_VBAP,VBAK_ERDAT,Date,8,,
SQL_DM_VW_GENERAL_VBAK_VBAP,VBAK_ERZET,Integer,8,,
SQL_DM_VW_GENERAL_VBAK_VBAP,VBAK_ERNAM,None,12,,
SQL_DM_VW_GENERAL_VBAK_VBAP,VBAK_AUDAT,Date,8,,
SQL_DM_VW_GENERAL_VBAK_VBAP,VBAK_VBTYP,Varchar,1,,
SQL_DM_VW_GENERAL_VBAK_VBAP,VBAK_TRVOG,Integer,1,,
SQL_DM_VW_GENERAL_VBAK_VBAP,VBAK_AUART,Varchar,4,,
SQL_DM_VW_GENERAL_VBAK_VBAP,VBAK_NETWR,Float,12,,
SQL_DM_VW_GENERAL_VBAK_VBAP,VBAK_WAERK,Varchar,5,,
SQL_DM_VW_GENERAL_VBAK_VBAP,VBAK_VKORG,Integer,4,,
SQL_DM_VW_GENERAL_VBAK_VBAP,VBAK_VTWEG,Integer,2,,
SQL_DM_VW_GENERAL_VBAK_VBAP,VBAK_SPART,Integer,2,,
SQL_DM_VW_GENERAL_VBAK_VBAP,VBAK_VKGRP,None,3,,
SQL_DM_VW_GENERAL_VBAK_VBAP,VBAK_VKBUR,Integer,4,,
SQL_DM_VW_GENERAL_VBAK_VBAP,VBAK_KNUMV,Integer,10,,
SQL_DM_VW_GENERAL_VBAK_VBAP,VBAK_KALSM,Varchar,6,,
SQL_DM_VW_GENERAL_VBAK_VBAP,VBAK_BSTNK,Varchar,265,,
SQL_DM_VW_GENERAL_VBAK_VBAP,VBAK_KUNNR,Integer,10,,
SQL_DM_VW_GENERAL_VBAK_VBAP,VBAK_AEDAT,Date,8,,
SQL_DM_VW_GENERAL_VBAK_VBAP,VBAK_BUKRS_VF,Integer,4,,
SQL_DM_VW_GENERAL_VBAK_VBAP,VBAP_MATNR,Integer,18,,
SQL_DM_VW_GENERAL_VBAK_VBAP,VBAP_MATKL,Varchar,9,,
SQL_DM_VW_GENERAL_VBAK_VBAP,VBAP_PSTYV,Varchar,4,,
SQL_DM_VW_GENERAL_VBAK_VBAP,VBAP_ABGRU,Varchar,2,,
SQL_DM_VW_GENERAL_VBAK_VBAP,VBAP_ZMENG,Float,17,,
SQL_DM_VW_GENERAL_VBAK_VBAP,VBAP_ZIEME,Varchar,3,,
SQL_DM_VW_GENERAL_VBAK_VBAP,VBAP_MEINS,Varchar,2,,
SQL_DM_VW_GENERAL_VBAK_VBAP,VBAP_KDMAT,Varchar,35,,
SQL_DM_VW_GENERAL_VBAK_VBAP,VBAP_SPART,Integer,2,,
SQL_DM_VW_GENERAL_VBAK_VBAP,VBAP_NETWR,Float,13,,
SQL_DM_VW_GENERAL_VBAK_VBAP,VBAP_WAERK,Varchar,4,,
SQL_DM_VW_GENERAL_VBAK_VBAP,VBAP_KWMENG,Float,19,,
SQL_DM_VW_GENERAL_VBAK_VBAP,VBAP_LSMENG,Float,19,,
SQL_DM_VW_GENERAL_VBAK_VBAP,VBAP_KBMENG,Float,19,,
SQL_DM_VW_GENERAL_VBAK_VBAP,VBAP_KLMENG,Float,19,,
SQL_DM_VW_GENERAL_VBAK_VBAP,VBAP_VRKME,Varchar,3,,
SQL_DM_VW_GENERAL_VBAK_VBAP,VBAP_VGBEL,Integer,10,,
SQL_DM_VW_GENERAL_VBAK_VBAP,VBAP_VGPOS,Integer,6,,
SQL_DM_VW_GENERAL_VBAK_VBAP,VBAP_WERKS,Integer,4,,
SQL_DM_VW_GENERAL_VBAK_VBAP,VBAP_LGORT,Integer,4,,
SQL_DM_VW_GENERAL_VBAK_VBAP,VBAP_VSTEL,Integer,4,,
SQL_DM_VW_GENERAL_VBAK_VBAP,VBAP_ROUTE,Varchar,2,,
SQL_DM_VW_GENERAL_VBAK_VBAP,VBAP_ERDAT,Date,8,,
SQL_DM_VW_GENERAL_VBAK_VBAP,VBAP_ERNAM,None,8,,
SQL_DM_VW_GENERAL_VBAK_VBAP,VBAP_ERZET,Integer,8,,
SQL_DM_VW_GENERAL_VBAK_VBAP,VBAP_NETPR,Float,12,,
SQL_DM_VW_GENERAL_VBAK_VBAP,VBAP_WAVWR,Float,18,,
SQL_DM_VW_GENERAL_VBAK_VBAP,VBAP_KZWI1,Float,18,,
SQL_DM_VW_GENERAL_VBAK_VBAP,VBAP_KZWI2,Float,18,,
SQL_DM_VW_GENERAL_VBAK_VBAP,VBAP_KZWI3,Float,18,,
SQL_DM_VW_GENERAL_VBAK_VBAP,VBAP_KZWI4,Float,18,,
SQL_DM_VW_GENERAL_VBAK_VBAP,VBAP_KZWI5,Float,18,,
SQL_DM_VW_GENERAL_VBAK_VBAP,VBAP_KZWI6,Float,18,,
SQL_DM_VW_GENERAL_VBAK_VBAP,VBAP_STCUR,Float,12,,
SQL_DM_VW_GENERAL_VBAK_VBAP,VBAP_AEDAT,Date,8,,
SQL_DM_VW_GENERAL_VBAK_VBAP,VBKD_PRSDT,Date,1,,
SQL_DM_VW_GENERAL_VBAK_VBAP,VBUP_LFSTA,Varchar,1,,
SQL_DM_VW_GENERAL_VBAK_VBAP,VBUP_LFGSA,Varchar,1,,
SQL_DM_VW_GENERAL_VBAK_VBAP,VBUP_ABSTA,Varchar,1,,
SQL_DM_VW_GENERAL_VBAK_VBAP,VBUP_GBSTA,Varchar,1,,
SQL_DM_VW_GENERAL_VBAK_VBAP,VBAP_BEDAE,Varchar,3,,
SQL_DM_VW_GENERAL_VBAK_VBAP,VBAP_OBJNR,Varchar,18,,
SC-DM-Orders,Sales Order Number,Varchar,10,Sales Order,
SC-DM-Orders,Sales Order Item,Varchar,6,Sales Order,
SC-DM-Orders,SO Header Create Date,Date,10,,
SC-DM-Orders,Time Header,Integer,6,,
SC-DM-Orders,Created by Header,Varchar,24,,
SC-DM-Orders,SO Date,Date,10,Sales Order,
SC-DM-Orders,SO Document Category,Varchar,1,Sales Order,
SC-DM-Orders,SO Transaction Group,Integer,1,Sales Order,
SC-DM-Orders,SO Document Type,Varchar,4,Sales Order,
SC-DM-Orders,Net value Header,Float,12,,
SC-DM-Orders,Currency Header,Varchar,3,,
SC-DM-Orders,Sales Org Key,Varchar,8,Sales Org,
SC-DM-Orders,Distr Channel,Varchar,2,Sales Order,
SC-DM-Orders,Division Header,Varchar,2,,
SC-DM-Orders,Sales Group,Varchar,6,,
SC-DM-Orders,Sales Office Key,Varchar,8,,
SC-DM-Orders,SO Doc Condition,Integer,10,Sales Order,
SC-DM-Orders,Pric procedure,Varchar,6,,
SC-DM-Orders,PO Number,Varchar,255,,
SC-DM-Orders,Customer Key,Varchar,18,,
SC-DM-Orders,SO Header Change Date,Date,10,Sales Order,
SC-DM-Orders,CCodeToBeBilled,Varchar,4,,
SC-DM-Orders,Item Key,Varchar,18,,
SC-DM-Orders,Ext Mat Group Key,Varchar,9,,
SC-DM-Orders,Item category,Varchar,4,Sales Order,
SC-DM-Orders,Rejection Reason Key,Varchar,2,Reason For Rejection,
SC-DM-Orders,Target quantity,Float,5,,
SC-DM-Orders,Target qty UoM,Varchar,3,,
SC-DM-Orders,Base Unit,Varchar,2,Sales Order,
SC-DM-Orders,Cust Material,Varchar,35,,
SC-DM-Orders,Division Key,Varchar,2,Division,
SC-DM-Orders,Order Net,Float,12,,
SC-DM-Orders,Currency Key,Varchar,3,,
SC-DM-Orders,Order Qty,Float,11,,
SC-DM-Orders,Required DlvQty,Float,5,,
SC-DM-Orders,CumConfirmedQty Header,Float,11,,
SC-DM-Orders,CumConfirmedQty Line Item,Float,12,,
SC-DM-Orders,Sales unit,Varchar,3,,
SC-DM-Orders,Reference doc,Varchar,10,,
SC-DM-Orders,Reference item,Integer,6,,
SC-DM-Orders,Plant,Integer,4,Sales Order,
SC-DM-Orders,Stor Location,Integer,4,,
SC-DM-Orders,Shipping Point,Varchar,4,,
SC-DM-Orders,Route,Varchar,2,,
SC-DM-Orders,Created on Line Item,Date,10,,
SC-DM-Orders,Created by Line Item,Varchar,24,,
SC-DM-Orders,Time Line Item,Integer,6,,
SC-DM-Orders,Net price,Varchar,12,,
SC-DM-Orders,SO Item Cost,Float,11,,
SC-DM-Orders,SO Item Subtotal 1,Float,13,,
SC-DM-Orders,SO Item Subtotal 2,Float,13,,
SC-DM-Orders,SO Item Subtotal 3,Float,12,,
SC-DM-Orders,SO Item Subtotal 4,Float,11,,
SC-DM-Orders,SO Item Subtotal 5,Float,10,,
SC-DM-Orders,SO Item Subtotal 6,Float,7,,
SC-DM-Orders,Exch rate stats,Float,3,,
SC-DM-Orders,Changed on Line Item,Date,10,,
SC-DM-Orders,Currency Key DC,Varchar,10,Sales Order,
SC-DM-Orders,Ex Rate DC,Float,11,Sales Order,
SC-DM-Orders,Order Intake DC,Float,11,,
SC-DM-Orders,Currency Key GC,Varchar,10,Sales Order,
SC-DM-Orders,Ex Rate GC,Float,11,Sales Order,
SC-DM-Orders,Order Intake GC,Float,11,,
SC-DM-Orders,Currency Key HC,Varchar,10,Sales Order,
SC-DM-Orders,Ex Rate HC,Float,11,Sales Order,
SC-DM-Orders,Order Intake HC,Float,11,,
SC-DM-Orders,Analysis Date,Date,10,Analysis Date,
SC-DM-Orders,Pricing Date,Date,10,Sales Order,
SC-DM-Orders,Sales Order Key,Varchar,16,Sales Order,
SC-DM-Orders,Current Record,Integer,1,Sales Order,
SC-DM-Orders,CustArea Key,Varchar,24,,
SC-DM-Orders,SO Item Delivery Status,Varchar,1,Sales Order,
SC-DM-Orders,SO Order Delivery Status,Varchar,1,Sales Order,
SC-DM-Orders,SO Item Rejection Status,Varchar,1,Sales Order,
SC-DM-Orders,SO Item Overall Status,Varchar,1,Sales Order,
SC-DM-Orders,Change Date,Date,10,Sales Order,
SC-DM-Orders,DelMarker,Varchar,40,Sales Order,
SC-DM-Orders,Source,Varchar,10,Sales Order,
SC-DM-Orders,SO Item Cost DC,Float,11,,
SC-DM-Orders,SO Item Cost GC,Float,11,,
SC-DM-Orders,SO Item Cost HC,Float,11,,
SC-DM-Orders,Requirement Type Key,Varchar,3,Sales Order,
SC-DM-Orders,Object Number,Varchar,18,Sales Order,
SC-Item,Item Key,Varchar,30,Item,Item
SC-Item,Item Type,Varchar,8,Item,Item
SC-Item,Industry sector,Varchar,2,,
SC-Item,Item Group Key,Varchar,9,Item,Item
SC-Item,Old Mat Num,Varchar,36,,
SC-Item,Base UoM,Varchar,6,Item,Item
SC-Item,Laboratory,Varchar,6,,
SC-Item,Division Key,Varchar,4,,
SC-Item,EAN,Varchar,36,,
SC-Item,Item,Varchar,40,Item,Item
SC-Item,Division,Varchar,19,,
SC-Item,Item Group,Varchar,20,Item,Item
SC-Item,Product Group Key,Varchar,5,Item,Item
SC-Item,Product Group,Varchar,27,Item,Item
SC-Item,Product Unit Key,Varchar,9,Item,Item
SC-Item,Product Unit,Varchar,24,Item,Item
SC-Item,Product Division Key,Varchar,6,Item,Item
SC-Item,Product Division,Varchar,24,Item,Item
SC-Item,Product Segment Key,Varchar,2,Item,Item
SC-Item,Product Segment,Varchar,24,Item,Item
SC-Item,Solution Key,Varchar,2,Item,Item
SC-Item,Solution,Varchar,22,Item,Item
SC-Customer New Biz,Customer Key,Varchar,10,Customer,Customer
SC-Customer New Biz,Country Key,Varchar,3,Customer,Customer
SC-Customer New Biz,Customer,Varchar,77,Customer,Customer
SC-Customer New Biz,Customer Name 2,Varchar,96,Customer,Customer
SC-Customer New Biz,City,Varchar,35,Customer,Customer
SC-Customer New Biz,Search term,Varchar,65,,
SC-Customer New Biz,Customer Address1,Varchar,57,Customer,Customer
SC-Customer New Biz,Account group,Varchar,10,Customer,Customer
SC-Customer New Biz,Market Segment Key,Varchar,10,Customer,Customer
SC-Customer New Biz,ConsCustomer,Varchar,20,Customer,Customer
SC-Customer New Biz,Customer Country,Varchar,15,Customer,Customer
SC-Customer New Biz,Market Role,Varchar,20,Customer,Customer
SC-Customer New Biz,Source,Varchar,10,Customer,Customer
SC-Customer New Biz,Customer Address2,Varchar,100,Customer,Customer
SC-Customer New Biz,Market Key,Varchar,7,Customer,Customer
SC-Customer New Biz,Market,Varchar,20,Customer,Customer
SC-Customer New Biz,Market Segment,Varchar,20,Customer,Customer
SC-Customer New Biz,Geographical SubRegion Key,Varchar,2,Customer,Customer
SC-Customer New Biz,Geographical SubRegion,Varchar,22,Customer,Customer
SC-Customer New Biz,Geographical Area Key,Varchar,2,Customer,Customer
SC-Customer New Biz,Geographical Area,Varchar,18,Customer,Customer
SC-Customer New Biz,Geographical Region Key,Varchar,2,Customer,Customer
SC-Customer New Biz,Geographical Region,Varchar,13,Customer,Customer
SC-Customer New Biz,Customer Sub Type,Varchar,20,Customer,Customer
SC-Customer New Biz,Customer Group,Varchar,20,Customer,Customer
SC-Customer New Biz,Sales Partner,Varchar,20,Customer,Customer
SC-Customer New Biz,Market Role Group,Varchar,20,Customer,Customer
SC-Customer New Biz,Customer Type,Varchar,10,Customer,Customer
SC-CustSales Area Budget,CustArea Key,Varchar,22,Customer Sales Area,Customer Sales Area
SC-CustSales Area Budget,Inside Sales Key,Varchar,10,Customer Sales Area,Customer Sales Area
SC-CustSales Area Budget,Outside Sales Key,Varchar,10,Customer Sales Area,Customer Sales Area
SC-CustSales Area Budget,Customer Key,Varchar,18,Customer Sales Area,Customer Sales Area
SC-CustSales Area Budget,Source,Varchar,10,Customer Sales Area,Customer Sales Area
SC-CustSales Area Budget,Comp Code Key,Varchar,4,Customer Sales Area,Customer Sales Area
SC-CustSales Area Budget,Sales Office Key,Varchar,4,Customer Sales Area,Customer Sales Area
SC-CustSales Area Budget,Sales Office,Varchar,20,Customer Sales Area,Customer Sales Area
SC-CustSales Area Budget,Sales SubRegion,Varchar,6,Customer Sales Area,Customer Sales Area
SC-CustSales Area Budget,Sales Region,Varchar,4,Customer Sales Area,Customer Sales Area
SC-CustSales Area Budget,RC Currency Key,Varchar,4,Customer Sales Area,Customer Sales Area
SC-CustSales Area Budget,Outside Sales,Varchar,77,Customer Sales Area,Customer Sales Area
SC-CustSales Area Budget,Outside Sales AG,Varchar,10,Customer Sales Area,Customer Sales Area
SC-CustSales Area Budget,Outside Sales Email Address,Varchar,241,Customer Sales Area,Customer Sales Area
SC-CustSales Area Budget,Outside Sales AD ID,Varchar,50,Customer Sales Area,Customer Sales Area
SC-CustSales Area Budget,RSM AD ID,Varchar,50,Customer Sales Area,Customer Sales Area
SC-CustSales Area Budget,RSM,Varchar,100,Customer Sales Area,Customer Sales Area
SC-CustSales Area Budget,MD/GM AD ID,Varchar,50,Customer Sales Area,Customer Sales Area
SC-CustSales Area Budget,MD/GM,Varchar,100,Customer Sales Area,Customer Sales Area
SC-CustSales Area Budget,RMD AD ID,Varchar,50,Customer Sales Area,Customer Sales Area
SC-CustSales Area Budget,RMD,Varchar,100,Customer Sales Area,Customer Sales Area
SC-CustSales Area Budget,Global Sales AD ID,Varchar,50,Customer Sales Area,Customer Sales Area
SC-CustSales Area Budget,Global Sales,Varchar,100,Customer Sales Area,Customer Sales Area
SC-CustSales Area Budget,Inside Sales,Varchar,77,Customer Sales Area,Customer Sales Area
SC-CustSales Area Budget,Inside Sales AG,Varchar,10,Customer Sales Area,Customer Sales Area
SQL Customer New Biz,customer_key,Integer,6,,
SQL Customer New Biz,comp_code,Integer,3,,
SQL Customer New Biz,customer_code,Varchar,10,,
SQL Customer New Biz,customer_name1,Varchar,34,,
SQL Customer New Biz,customer_longname,Varchar,43,,
SQL Customer New Biz,market_sub_segment_name,Varchar,28,,
SQL Customer New Biz,market_role_code,Varchar,3,,
SQL Customer New Biz,market_role_name,Varchar,13,,
SQL Customer New Biz,customer_group_name,Varchar,6,,
SQL Customer New Biz,market_sub_segment_code,Varchar,7,,
SC-Item VC,Item Key,Varchar,30,Item,Item
SC-Item VC,Item Type,Varchar,9,Item,Item
SC-Item VC,Industry sector,Varchar,2,,
SC-Item VC,Item Group Key,Varchar,9,Item,Item
SC-Item VC,Old Mat Num,Varchar,36,,
SC-Item VC,Base UoM,Varchar,6,Item,Item
SC-Item VC,Laboratory,Varchar,6,,
SC-Item VC,Division Key,Varchar,4,,
SC-Item VC,EAN,Varchar,36,,
SC-Item VC,Item,Varchar,40,Item,Item
SC-Item VC,Division,Varchar,19,,
SC-Item VC,Item Group,Varchar,20,Item,Item
SC-Item VC,Product Group Key,Varchar,5,Item,Item
SC-Item VC,Product Group,Varchar,27,Item,Item
SC-Item VC,Product Unit Key,Varchar,9,Item,Item
SC-Item VC,Product Unit,Varchar,24,Item,Item
SC-Item VC,Product Division Key,Varchar,6,Item,Item
SC-Item VC,Product Division,Varchar,24,Item,Item
SC-Item VC,Product Segment Key,Varchar,2,Item,Item
SC-Item VC,Product Segment,Varchar,24,Item,Item
SC-Item VC,Solution Key,Varchar,2,Item,Item
SC-Item VC,Solution,Varchar,22,Item,Item
SC-Invoices I2,Invoice Number,Varchar,12,,
SC-Invoices I2,Bill Type Key,Varchar,4,Bill Type,Bill Type
SC-Invoices I2,BillingCategory,Varchar,1,,
SC-Invoices I2,Header Doc cat,Varchar,1,,
SC-Invoices I2,Currency Key,Varchar,5,,
SC-Invoices I2,Sales Org Key,Varchar,4,Sales Org,Sales Org
SC-Invoices I2,Distr Channel,Integer,2,,
SC-Invoices I2,Billing Date,Date,10,,
SC-Invoices I2,Fiscal Year,Integer,4,,
SC-Invoices I2,Posting period,Integer,3,,
SC-Invoices I2,Comp Code Key,Varchar,4,Company,Company
SC-Invoices I2,Header Net Value,Number,21,,
SC-Invoices I2,Created by Line Item,Varchar,24,,
SC-Invoices I2,Time,Integer,6,,
SC-Invoices I2,SI Header Create Date,Date,10,Sales Invoices,Sales Invoices
SC-Invoices I2,Pric procedure,Varchar,6,,
SC-Invoices I2,SI Doc Condition,Integer,10,Sales Invoices,Sales Invoices
SC-Invoices I2,Payer,Varchar,10,Sales Invoices,Sales Invoices
